Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
524,Haywood Highsmith,29,PHO,SF,2,0,21,7.6,.307,.500,.500,10.2,10.8,10.5,11.9,2.4,0.0,0.0,9.9,0.0,0.0,0.0,.056,-5.6,0.9,-4.7,0.0,,highsha01
525,Brandon Clarke,29,MEM,PF,2,2,20,12.3,.372,.000,.444,21.6,10.8,16.2,7.0,4.7,0.0,0.0,22.3,0.0,0.0,0.0,.055,-4.6,-0.1,-4.8,0.0,,clarkbr01
526,Isaac Jones,25,2TM,PF,4,1,18,7.3,.512,.500,.500,12.0,0.0,6.2,7.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,.067,-6.1,-2.4,-8.5,0.0,,jonesis01
526,Isaac Jones,25,SAC,PF,3,1,17,5.7,.521,.500,1.000,12.7,0.0,6.5,7.4,0.0,0.0,0.0,7.2,0.0,0.0,0.0,.058,-6.3,-1.9,-8.3,0.0,,jonesis01
526,Isaac Jones,25,DET,PF,1,0,1,34.4,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6,0.0,0.0,0.0,.222,-2.7,-10.0,-12.7,0.0,,jonesis01
527,Harrison Ingram,23,SAS,SF,5,0,17,23.0,.900,.200,.000,19.4,0.0,9.5,9.0,0.0,0.0,0.0,12.4,0.1,0.0,0.1,.297,7.9,-0.7,7.2,0.0,,ingraha01
528,Jacob Toppin,25,ATL,SF,5,0,17,15.1,.667,.000,.000,0.0,6.4,3.2,8.9,0.0,5.3,0.0,14.7,0.0,0.0,0.0,.121,-0.2,0.4,0.1,0.0,,toppija01
529,Chris Livingston,22,CLE,SF,3,0,17,15.4,.605,.429,.143,0.0,19.4,9.7,8.9,2.8,0.0,0.0,18.3,0.0,0.0,0.1,.169,-4.7,2.0,-2.7,0.0,,livinch01
530,Buddy Boeheim,26,OKC,SF,4,0,15,4.7,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,.012,-3.8,-4.5,-8.3,0.0,,boehebu01
531,N'Faly Dante,24,ATL,C,4,0,15,12.4,.338,.000,.250,21.3,29.0,25.1,0.0,6.3,0.0,18.4,15.1,0.0,0.0,0.0,.045,-3.8,-1.0,-4.8,0.0,,nfalyda01
532,John Poulakidas,22,DAL,SG,1,0,14,-0.4,.000,.500,.000,7.7,29.5,18.9,16.6,0.0,0.0,33.3,9.0,0.0,0.0,0.0,-0.104,-10.0,-0.9,-10.9,0.0,,poulajo01
533,Chucky Hepburn,22,TOR,PG,2,0,13,-13.5,.000,.833,.000,0.0,8.8,4.3,17.6,3.7,0.0,14.3,23.0,-0.1,0.0,-0.1,-0.441,-20.7,-3.2,-24.0,-0.1,,hepbuch01
534,John Tonje,24,BOS,SG,3,0,11,4.3,.347,1.000,1.000,0.0,19.6,9.9,10.4,0.0,0.0,0.0,11.4,0.0,0.0,0.0,.038,-11.2,-2.2,-13.3,0.0,,tonjejo01
535,Vladislav Goldin,24,MIA,C,3,0,10,17.0,1.000,.000,.000,0.0,30.7,15.3,28.3,0.0,9.0,33.3,12.2,0.0,0.0,0.0,.197,-4.2,8.9,4.7,0.0,,goldivl01
536,Tosan Evbuomwan,24,NYK,SF,5,0,8,-0.3,.000,.000,.000,13.7,13.9,13.8,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,-0.024,-8.5,-3.1,-11.5,0.0,,evbuoto01
537,Riley Minix,25,SAS,SF,3,0,8,45.0,.750,.500,.000,13.8,13.1,13.4,32.0,6.0,0.0,0.0,31.6,0.1,0.0,0.1,.429,18.0,7.3,25.3,0.1,,minixri01
538,Enrique Freeman,25,MIN,PF,2,0,8,9.1,,,,0.0,40.5,20.6,0.0,0.0,11.0,,0.0,0.0,0.0,0.0,.108,-1.2,3.6,2.4,0.0,,freemen01
539,Norchad Omier,24,LAC,PF,2,0,8,17.1,.500,.500,.000,30.1,28.1,29.1,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,.163,1.9,-4.5,-2.6,0.0,,omierno01
540,Rocco Zikarsky,19,MIN,C,2,0,8,12.9,1.000,.000,.000,0.0,13.5,6.9,0.0,0.0,11.0,0.0,5.3,0.0,0.0,0.0,.159,-2.3,1.9,-0.4,0.0,,zikarro01
541,Stanley Umude,26,SAS,SG,2,0,7,11.6,.500,.500,.000,0.0,0.0,0.0,19.1,6.8,0.0,0.0,12.1,0.0,0.0,0.0,.163,-6.6,6.9,0.3,0.0,,umudest01
542,Colby Jones,23,DET,SG,1,0,7,13.1,.333,.667,.000,0.0,62.6,31.5,38.3,0.0,0.0,0.0,17.7,0.0,0.0,0.0,.122,-3.2,5.5,2.3,0.0,,jonesco02
543,Noa Essengue,19,CHI,PF,2,0,6,-12.1,.000,.667,.000,0.0,0.0,0.0,0.0,7.9,0.0,0.0,21.1,-0.1,0.0,-0.1,-0.422,-20.7,-3.1,-23.7,0.0,,essenno01
544,Trentyn Flowers,20,CHI,SF,2,0,6,16.8,.667,.333,.000,18.1,0.0,8.9,31.0,0.0,0.0,25.0,28.1,0.0,0.0,0.0,.025,1.9,-2.8,-0.9,0.0,,flowetr01
545,David Roddy,24,DEN,PF,1,0,6,-1.6,.000,1.000,.000,0.0,0.0,0.0,19.0,8.2,0.0,0.0,14.5,0.0,0.0,0.0,-0.183,-10.3,0.4,-9.9,0.0,,roddyda01
546,Hunter Dickinson,25,NOP,C,1,0,5,-11.0,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,19.2,50.0,33.3,-0.1,0.0,-0.1,-0.521,-26.9,0.9,-26.0,0.0,,dickihu01
547,Trevor Keels,22,MIA,SG,3,0,4,-19.8,.000,1.000,.000,0.0,51.1,25.5,0.0,0.0,0.0,0.0,30.4,-0.1,0.0,-0.1,-0.624,-28.3,-10.2,-38.5,0.0,,keelstr01
548,Max Shulga,23,BOS,SG,2,0,4,-13.2,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,-0.235,-22.8,-3.9,-26.7,0.0,,shulgma01
549,Darius Brown II,26,CLE,SG,1,0,3,-7.7,.000,.000,.000,0.0,36.6,18.2,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,-0.264,-16.2,-2.4,-18.6,0.0,,brownda04
,League Average,,,,,,,,.579,.415,.265,5.2,14.8,10.0,16.2,1.7,1.9,12.2,19.9,,,,,,,,,,-9999
